Field=#~Integer~#~50|Field=Assembly Info~String~Assembly Info~92|Field=Comment~String~Comment~92|Field=Designator~String~Designator~92|Field=Footprint~String~Footprint~92|Field=Quantity~Integer~Quantity~92|Field=Manufacturer Part Number~String~Manufacturer Part Number~143|Field=PartType~String~PartType~82|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~89|Field=Supplier 1~String~Supplier 1~58|Field=Supplier Part Number 1~String~Supplier Part Number 1~57|Field=Manufacturer~String~Manufacturer~80|Field=Part Description~String~Part Description~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~LimeSDR-USB_1v4.PrjPcb|ReportField=ProjectFullPath~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-USB_1v4\Altium designer design files\LimeSDR-USB_1v4.PrjPcb|ReportField=Title~Bill of Materials For Project [LimeSDR-USB_1v4.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~861|ReportField=ReportTime~11:20:16|ReportField=ReportDate~2016-09-13|ReportField=ReportDateTime~2016-09-13 11:20:16|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~Surrey Tech Centre|ReportField=Address2~Guildford GU2 7YG|ReportField=Address3~Surrey|ReportField=Address4~United Kingdom|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~2016-09-13|ReportField=CurrentTime~10:57:57|ReportField=Date~|ReportField=DocumentFullPathAndName~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-USB_1v4\Altium designer design files\Schematics\01_BlockDiagram.SchDoc|ReportField=DocumentName~01_BlockDiagram.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~2016-09-12|ReportField=Organization~Lime Microsystems|ReportField=ProjectName~LimeSDR-USB_1v4.PrjPcb|ReportField=Revision~v1.4|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~15|ReportField=Time~|ReportField=Title~Block diagram|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=0.70:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=1:PaperLength=2970:PaperWidth=2100:Scale=100:PaperSource=7:PrintQuality=600:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=A4:PaperIndex=9|ReportField=DataSourceFileName~LimeSDR-USB_1v4.PrjPcb|ReportField=DataSourceFullPath~E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-USB_1v4\Altium designer design files\LimeSDR-USB_1v4.PrjPcb
44||SC18IS602B|IC19|SC18IS602B_TSSOP16|1||SC18IS602B|SC18IS602BIPW,112|Digi-Key|568-4785-5-ND|NXP Semiconductors|IC BRIDGE SPI/I2C 16-TSSOP
45||LMK00105|IC20|LMK00105SQ|1||LMK00105|LMK00105SQ/NOPB|Digi-Key|LMK00105SQ/NOPBCT-ND|Texas Instruments|IC CLK BUFFER 2:5 200MHZ 24WQFN
46||NC7SV74K8XCT|IC21|NC7SV74K8XCT|1||NC7SV74K8XCT|NC7SV74K8X|Digi-Key|NC7SV74K8XCT-ND|Fairchild Semiconductor|IC D-TYPE POS TRG SNGL US8
47||AD5601BKSZ-REEL7|IC22|AD5601_SOT23-6|1||AD5601BKSZ-REEL7|AD5601BKSZ-REEL7|Digi-Key|AD5601BKSZ-REEL7TR-ND|Analog Devices|IC DAC 8BIT BUFF V-OUT SC70-6
48||ADF4002|IC23|ADF4002|1||ADF4002|ADF4002BCPZ-RL7|Digi-Key|ADF4002BCPZ-RL7CT-ND|Analog Devices Inc|IC PLL FREQUENCY SYNTH 20-LFCSP
49||Si5351C|IC24|Si5351C_20QFN|1||Si5351C|SI5351C-B-GM|Digi-Key|336-2402-ND|Silicon Labs|IC CLK GENERATOR 200MHZ 20QFN
50||FPF3042|IC25|FPF3042|1||FPF3042|FPF3042UCX|Digi-Key|FPF3042UCXCT-ND|Fairchild Semiconductor|IC OR CTRLR SRC SELECT 16WLCSP
51||AP7361-FGE|IC26, IC28, IC30, IC32, IC33, IC34|AP7361|6|AP7361-FGE-7|AP7361-FGE|AP7361-FGE-7|Digi-Key|AP7361-FGE-7DICT-ND|Diodes Incorporated|IC REG LDO ADJ 1A 8DFN
52||ADP2386|IC27, IC31|ADP2386|2|ADP2386ACPZN-R7|ADP2386|ADP2386ACPZN-R7|Digi-Key|ADP2386ACPZN-R7DKR-ND|Analog Devices Inc.|IC REG BUCK ADJ 6A SYNC 24LFCSP
53||RT9026|IC29|MSOP10|1||RT9026|RT9026GFP|Digi-Key|1028-1010-1-ND|Richtek USA Inc.|IC DDR TERMINATION REG 10MSOP
54||LP38503TS|IC35|TO-263-5_v2|1|LP38503TS-ADJ/NOPB|LP38503TS|LP38503TS-ADJ/NOPB|Digi-Key|LP38503TS-ADJ/NOPB-ND|Texas Instruments|IC REG LDO ADJ 3A TO263-5
55||SPX3819R2|IC36|SPX3819R2-L/TR|1||SPX3819R2|SPX3819R2-L/TR|Digi-Key|1016-1588-1-ND|Exar Corporation|Linear Voltage Regulator IC Positive Adjustable 1 Output Adjustable 500mA 8-DFN (2x3)
56||U.FL/MMCX|J1, J2, J3, J4, J5, J6, J7, J8, J9, J10, J18, J19|MMCX_UFL_conn_u|12||U.FL/MMCX|0734120110|Digi-Key|WM5587CT-ND|Molex, LLC|CONN UMC RCPT STR 50 OHM SMD
57||FPGA JTAG|J11|SWD_10_pin|1||FPGA JTAG|M50-3600542|Digi-Key|952-1389-ND|Harwin Inc|CONN HDR 1.27MM SMD AU 10POS
58||FPGA GPIO|J12|SWD_10_pin|1||FPGA GPIO|M50-3600542|Digi-Key|952-1389-ND|Harwin Inc|CONN HDR 1.27MM SMD AU 10POS
59|NF|FAN|J13|HDR_1x2|1||FAN|961102-6404-AR|Digi-Key|3M9447-ND|3M|2 Positions Header, Unshrouded Connector 0.100" (2.54mm) Through Hole Gold
60||FAN|J14|HDR_1x2_HALF_PITCH|1||FAN|GRPB021VWVN-RC|Digi-Key|S9014E-02-ND|Sullins Connector Solutions|CONN SHUNT 1.27MM BLUE W/HANDLE
61||Micro_USB3B|J15|microUSB3B_SM_v2|1||Micro_USB3B|GSB443T33HR|Digi-Key|GSB443T33HRCT-ND|Amphenol Commercial Products|USB - micro B USB 3.1, Superspeed+ Receptacle Connector 10 Position Surface Mount, Right Angle
62||FX3 JTAG|J16|SWD_10_pin|1||FX3 JTAG|M50-3600542|Digi-Key|952-1389-ND|Harwin Inc|CONN HDR 1.27MM SMD AU 10POS
63||Jumper|J17|HDR_1x2_HALF_PITCH|1||Jumper|GRPB021VWVN-RC|Digi-Key|S9014E-02-ND|Sullins Connector Solutions|2 Positions Header, Unshrouded Connector 0.050" (1.27mm) Through Hole Gold
64||CONN_PWR_JACK_2.1x5.5mm|J20|CONN_PWR_JACK_v4|1||CONN_PWR_JACK_2.1x5.5mm|PJ-031DH|Digi-Key|CP-031DH-ND|CUI Inc.|CON PWR JCK 1.3 X 4.2MM HIGH CUR
65|NF|Header 3x1 pin|J21|HDR_1x3|1||Header 3x1 pin|68000-103HLF|Digi-Key|609-3461-ND|Amphenol FCI|3 Positions Header, Unshrouded Connector 0.100" (2.54mm) Through Hole Gold or Gold, GXT
66||1 pcs.|JMP1|MECH_JUMPER_HALF_PITCH|1||1 pcs.|M50-2030005|Digi-Key|952-1732-ND|Harwin Inc.|CONN SHUNT 1.27MM BLUE W/HANDLE
67||1.5uH|L1|FDVE1040_TOKO_INDUCTOR|1||1.5uH|IHLP4040DZER1R5M01|Digi-Key|541-1301-6-ND|Vishay Dale|FIXED IND 1.5UH 15A 5.8 MOHM SMD
68||1uH|L2|FDVE1040_TOKO_INDUCTOR|1||1uH|IHLP3232DZER1R0M01|Digi-Key|541-1371-6-ND|Vishay Dale|FIXED IND 1UH 18A 5.78 MOHM SMD
69||LED_RG_SMD|LED1, LED2, LED7, LED8|LED-2x0603|4||LED_RG_SMD|HSMF-C165|Digi-Key|516-1419-1-ND|Avago Technologies US Inc.|LED GREEN/RED DIFFUSED 0603 SMD
70|NF|LED_RG|LED3, LED4, LED5, LED6||4||LED_RG|4301F1/5|Digi-Key|4301F1/5-ND|Visual Communications Company - VCC|LED GRN/RED DIFF 3MM ROUND T/H
71|NF|2xLED standoff|LEDS1, LEDS2|LED_STANDOFF_H-201C|2||2xLED standoff|H-201C|Digi-Key|492-1790-ND|Bivar Inc.|LED HOLDER RA 3MM 2LD NYL BK
72||# pcs.|MECH1, MECH2, MECH3, MECH4|PCB_standoff|4||# pcs.|FIX-MAE-5TV|TME|FIX-MAE-5TV|FIX&FASTEN|PCB distance; polyamide; L:5mm; Colour: natural; Øcutout:3mm
73||100uH|MN1, MN2, MN29, MN30|RES0805|4|MLF2012C101KT000|100uH|MLF2012C101KT000|Digi-Key|445-1071-1-ND|TDK Corporation|FIXED IND 100UH 2MA 3.1 OHM SMD
74||47nH|MN3, MN4, MN31, MN32|RES0402|4|0402HP-47NXJLU|47nH|0402HP-47NXJLU|Farnell|2285856|COILCRAFT|INDUCTOR, RF, 47NH, 5%, 2.4GHZ, SMD; Product Range:0402HP Series; Inductance:47nH; Inductance Tolerance:± 5%; High Frequency Inductor Case:0402 [1005 Metric]; Self Resonant Frequency Min:2.4GHz; DC Resistance Max:0.58ohm; DC Current Rating:420mA
75|NF, [NoValue], NF, NF, [NoValue], NF|0.5pF|MN6, MN15, MN22, MN34, MN43, MN50|CAP0402|6||0.5pF|CC0402CRNPO9BNR50|Digi-Key|311-1001-1-ND|Yageo|0.50pF ±0.25pF 50V C0G, NP0 Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm)
76||2pF|MN7, MN21, MN24, MN35, MN49, MN52|CAP0402|6|04025U2R0BAT2A|2pF|04025U2R0BAT2A|Farnell|2332536|AVX|2pF ±0.1pF 50V C0G, NP0 Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm)
77||0uH (0R)|MN9, MN10, MN37, MN38|RES0805|4||0uH (0R)|CR0805-J/-000ELF|Farnell|2008388|BOURNS|RES SMD 0.0 OHM JUMPER 1/8W 0805
78||8.2nH, 5%|MN11, MN12, MN18, MN39, MN40, MN46|RES0402|6||8.2nH, 5%|0402HP-8N2XJLU|Farnell|2285826|COILCRAFT|INDUCTOR, RF, 8.2NH, 5%, 5.4GHZ, SMD; Product Range:0402HP Series; Inductance:8.2nH; Inductance Tolerance:± 5%; High Frequency Inductor Case:0402 [1005 Metric]; Self Resonant Frequency Min:5.4GHz; DC Resistance Max:0.065ohm; DC Current Rating:1.5A
79||0.8pF|MN13, MN16, MN27, MN41, MN44, MN55|CAP0402|6|GRM1555C1HR80BA01D|0.8pF|GRM1555C1HR80BA01D|Digi-Key|490-6269-1-ND|Murata Electronics North America|0.80pF ±0.1pF 50V C0G, NP0 Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm)
80|NF, [NoValue], NF, [NoValue]|1pF|MN14, MN23, MN42, MN51|CAP0402|4||1pF|C1005C0G1H010B050BA|Digi-Key|445-4854-6-ND|TDK Corporation|1pF ±0.1pF 50V C0G, NP0 Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm)
81||510pF|MN17, MN20, MN45, MN48|CAP0402|4|GRM1555C1H511JA01D|510pF|GRM1555C1H511JA01D|Digi-Key|490-3237-1-ND|Murata Electronics North America|510pF ±5% 50V C0G, NP0 Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm)
82||1.2pF|MN19, MN47|CAP0402|2|GRM1555C1H1R2CA01D|1.2pF|GRM1555C1H1R2CA01D|Digi-Key|490-5927-1-ND|Murata Electronics North America|1.2pF ±0.25pF 50V C0G, NP0 Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0402 (1005 Metric) 0.039" L x 0.020" W (1.00mm x 0.50mm)
83||10nH, 5%|MN26, MN54|RES0402|2||10nH, 5%|0402HP-10NXJLU|Farnell|2285830|COILCRAFT|INDUCTOR, RF, 10NH, 5%, 4.7GHZ, SMD; Product Range:0402HP Series; Inductance:10nH; Inductance Tolerance:± 5%; High Frequency Inductor Case:0402 [1005 Metric]; Self Resonant Frequency Min:4.7GHz; DC Resistance Max:0.11ohm; DC Current Rating:1.3A
84|[NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue]|10k, 1%|R1, R2, R3, R4, R5, R10, R11, R48, R49, R50, R55, R58, R66, R67, R103, R104, R105, R115, R116, R117, R119, R125, R127, R128, R129, R130, R132, R133, R160, R161, R180, R186, R187, R195, R200, R205, R207, R211|RES0402|38||10k, 1%|RC0402FR-0710KL|Digi-Key|311-10.0KLRTR-ND|Yageo|RES SMD 10K OHM 1% 1/16W 0402
85||49.9R, 1%|R6, R7, R8, R9, R46, R47, R140, R152, R159, R163, R164, R165, RA3, RA4, RA7, RA8|RES0402|16|RC1005F49R9CS|49.9R, 1%|RC1005F49R9CS|Digi-Key|1276-3469-6-ND|Samsung Electro-Mechanics America, Inc.|RES SMD 49.9 OHM 1% 1/16W 0402
86||2k2, 1%|R12, R13|RES0402|2||2k2, 1%|RMCF0402FT2K20|Digi-Key|RMCF0402FT2K20CT-ND|Stackpole Electronics Inc|RES SMD 2.2K OHM 1% 1/16W 0402
87||100R, 1%|R14, R16, R17, R18, R20, R21, R76, R79, R80, R82, R85, R86, R168, R169, R170|RES0402|15||100R, 1%|RMCF0402FT100R|Digi-Key|RMCF0402FT100RDKR-ND|Stackpole Electronics Inc.|RES SMD 100 OHM 1% 1/16W 0402
88|NF, NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue]|1k, 1%|R15, R19, R62, R131, R134, R135, R154, R174, R179, R190, R193, R198, R203|RES0402|13||1k, 1%|RMCF0402FT1K00|Digi-Key|RMCF0402FT1K00TR-ND|Stackpole Electronics Inc|RES SMD 1K OHM 1% 1/16W 0402
89|[NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], NF, [NoValue], NF, [NoValue], NF, [NoValue], NF, NF, [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], [NoValue], NF, NF, NF, [NoValue], [NoValue], [NoValue], [NoValue], NF, [NoValue], NF, NF, NF, NF, NF, NF, NF, [NoValue], NF, NF, [NoValue], [NoValue], NF, NF, [NoValue], [NoValue], NF, [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], [NoValue], NF|0R|R22, R23, R24, R25, R26, R27, R28, R29, R30, R42, R43, R44, R45, R51, R52, R53, R54, R56, R57, R59, R60, R61, R63, R64, R65, R72, R74, R92, R106, R107, R108, R110, R111, R112, R113, R120, R122, R124, R136, R137, R138, R139, R141, R142, R143, R144, R145, R146, R147, R148, R149, R150, R151, R155, R157, R158, R166, R167, R173, R176, R177, R178, R188, R191, R192, R202, R204, R208, R212|RES0402|69||0R|RC0402JR-070RL|Digi-Key|311-0.0JRTR-ND|Yageo|RES SMD 0.0OHM JUMPER 1/16W 0402
90||0R|R31, R32, R34, R35, R36, R37, R38|RES0201|7||0R|MCR006YRTJ000|Digi-Key|RHM0.0CCCT-ND|Rohm Semiconductor|RES SMD 0.0OHM JUMPER 1/20W 0201
91||10R|R33, R39, R40, R41|RES0201|4|ERJ-1GEF10R0C|10R|ERJ-1GEF10R0C|Digi-Key|P10.0ABCT-ND|Panasonic Electronic Components|RES SMD 10 OHM 1% 1/20W 0201
92||22R|R68, R98, R99|RES0402|3||22R|RC0402FR-0722RL|Digi-Key|311-22.0LRTR-ND|Yageo|RES SMD 22 OHM 1% 1/16W 0402
93||100K|R69, R114, R118|RES0402|3||100K|ERJ-2GEJ104X|Digi-Key|P100KJCT-ND|Panasonic Electronic Components|RES SMD 100K OHM 5% 1/10W 0402
94||4K7|R70, R71, R73, R121, R123, R126|RES0402|6||4K7|RMCF0402JT4K70|Digi-Key|RMCF0402JT4K70TR-ND|Stackpole Electronics Inc.|RES SMD 4.7K OHM 5% 1/16W 0402
95||8x56R|R75, R77, R78, R81, R83, R84|EXB2HV|6||8x56R|EXB2HV560JV|Farnell|2060070|PANASONIC ELECTRONIC COMPONENTS|RES ARRAY 8 RES 56 OHM 1506
96||22R|R87, R88, R89, R90, R91, R94, R96, R97, R100, R101, R102|ChipResistorArray|11||22R|YC124-JR-0722RL|Digi-Key|YC124J-22TR-ND|Yageo|RES ARRAY 4 RES 22 OHM 0804
97||6.04K, 1%|R93|RES0402|1||6.04K, 1%|MCR01MRTF6041|Digi-Key|RHM6.04KCDTR-ND|Rohm Semiconductor|RES SMD 6.04K OHM 1% 1/16W 0402
98||200R, 1%|R95|RES0402|1||200R, 1%|RMCF0402FT200R|Digi-Key|RMCF0402FT200RDKR-ND|Stackpole Electronics Inc|RES SMD 200 OHM 1% 1/16W 0402
99||2.21k, 1%|R109, R184|RES0402|2||2.21k, 1%|RMCF0402FT2K21|Digi-Key|RMCF0402FT2K21CT-ND|Stackpole Electronics Inc.|RES SMD 2.21K OHM 1% 1/16W 0402
100||10R, 5%|R153|RES0402|1||10R, 5%|RC0402JR-0710RL|Digi-Key|311-10JRTR-ND|Yageo|RES SMD 10 OHM 5% 1/16W 0402
101||470R, 0.5%|R156, R175|RES0402|2||470R, 0.5%|ERA-2AED471X|Digi-Key|P470DETR-ND|Panasonic Electronic Components|RES SMD 470 OHM 0.5% 1/16W 0402
102||330R, 5%|R162|RES0402|1||330R, 5%|RC0402JR-07330RL|Digi-Key|311-330JRTR-ND|Yageo|RES SMD 330 OHM 5% 1/16W 0402
103||249R, 1%|R171|RES0402|1||249R, 1%|RMCF0402FT249R|Digi-Key|RMCF0402FT249RCT-ND|Stackpole Electronics Inc|RES SMD 249 OHM 1% 1/16W 0402
104|NF|0R|R172|RES0805|1||0R|CRCW08050000Z0EA|Digi-Key|541-0.0ATR-ND|Vishay Dale|RES SMD 0.0 OHM JUMPER 1/8W 0805
105|NF, [NoValue], NF|44.2k, 1%|R181, R185, R196|RES0402|3||44.2k, 1%|ERJ-2RKF4422X|Digi-Key|P44.2KLCT-ND|Panasonic Electronic Components|RES SMD 44.2K OHM 1% 1/10W 0402
106||806R, 1%|R182, R197, R206|RES0402|3||806R, 1%|RMCF0402FT806R|Digi-Key|RMCF0402FT806RCT-ND|Stackpole Electronics Inc|RES SMD 806 OHM 1% 1/16W 0402
107||100k, 5%|R183|RES0402|1|ERJ-2GEJ104X|100k, 5%|ERJ-2GEJ104X|Digi-Key|P100KJTR-ND|Panasonic Electronic Components|RES SMD 100K OHM 5% 1/10W 0402
108||750R, 1%|R189|RES0402|1|RC0402FR-07750RL|750R, 1%|RC0402FR-07750RL|Digi-Key|311-750LRCT-ND|Yageo|RES SMD 750 OHM 1% 1/16W 0402
109||560R, 1%|R194, RA1, RA5|RES0402|3|CRCW0402560RFKED|560R, 1%|CRCW0402560RFKED|Digi-Key|541-560LCT-ND|Vishay Dale|RES SMD 560 OHM 1% 1/16W 0402
110||124k, 1%|R199|RES0402|1||124k, 1%|ERJ-2RKF1243X|Digi-Key|P124KLCT-ND|Panasonic Electronic Components|RES SMD 124K OHM 1% 1/10W 0402
111||66.5k, 1%|R201|RES0402|1||66.5k, 1%|ERJ-2RKF6652X|Digi-Key|P66.5KLDKR-ND|Panasonic Electronic Components|RES SMD 66.5K OHM 1% 1/10W 0402
112||39k, 1%|R209|RES0402|1||39k, 1%|RC0402FR-0739KL|Digi-Key|311-39.0KLRCT-ND|Yageo|RES SMD 39K OHM 1% 1/16W 0402
113||23.2k, 1%|R210|RES0402|1||23.2k, 1%|RC0402FR-0723K2L|Digi-Key|YAG3066CT-ND|Yageo|RES SMD 23.2K OHM 1% 1/16W 0402
114||2.49k, 1%|RA2, RA6|RES0402|2|RC0402FR-072K49L|2.49k, 1%|RC0402FR-072K49L|Digi-Key|311-2.49KLRDKR-ND|Yageo|RES SMD 2.49K OHM 1% 1/16W 0402
115||Switch, tactile|SW1|SW_tactile|1||Switch, tactile|B3U-1000P|Digi-Key|SW1020TR-ND|Omron Electronics Inc-EMC Div|SWITCH TACTILE SPST-NO 0.05A 12V
116||TC1-1-13MA+|T1, T3, T5, T6, T8, T10|TC1-1-13MA+_v2|6||TC1-1-13MA+|TC1-1-13MA+|Minicircuits|TC1-1-13MA+|Mini-Circuits|RF balun, TC1-1-13MA+
117||TCM1-63AX+|T2, T4, T7, T9|TCM1-63AX+_v2|4||TCM1-63AX+|TCM1-63AX+|Minicircuits|TCM1-63AX+|Mini-circuits|RF balun, TCM1-63AX+
118||SK36A|VD1|DIODE_SMB|1||SK36A|SK36A-LTP|Digi-Key|SK36A-LTPMSCT-ND|Micro Commercial Co|DIODE SCHOTTKY 60V 3A DO214AC
119||RF MOSFET|VT1, VT2, VT3, VT4, VT5, VT6|BF1105R_SOT143R4|6||RF MOSFET|BF1105R,215|Digi-Key|568-12530-6-ND|NXP Semiconductors|RF MOSFET Transistors Trans MOSFET N-CH 7V 0.03A 4pin(3+Tab)
120||NDS331N|VT7|SOT23-3|1||NDS331N|NDS331N|Digi-Key|NDS331NCT-ND|Fairchild Semiconductor|MOSFET N-CH 20V 1.3A SSOT3
121|NF|30.72 MHz|XO1|RAKON_RPT7050A|1||30.72 MHz|E6245LF|Rakon|E6245LF|Rakon|TCXO 30.72MHz, E6245LF
122||TCXO 30.72MHz|XO2|RAKON_TXCO|1||TCXO 30.72MHz|E5280LF|Rakon|E5280LF|Rakon|TCXO 30.72MHz, E5280LF
123||19.2MHz|XT1|CRYSTAL_4-LCC_v2|1||19.2MHz|405C35B19M20000|Digi-Key|CTX648CT-ND|CTS-Frequency Controls|19.2MHz ±30ppm Crystal 13pF 60 Ohm -20°C ~ 70°C Surface Mount 4-SMD, No Lead (DFN, LCC)
124||25MHz|XT2|CRYSTAL_4-LCC|1||25MHz|ABM8-25.000MHZ-B2-T|Newark|13J1767|ABRACON|25MHz ±20ppm Crystal 18pF 50 Ohm -20°C ~ 70°C Surface Mount 4-SMD, No Lead (DFN, LCC)
